,Labeled Data,DataRow ID,Compassion,Aggression,Count
155,"Fairest Cordelia, that art most rich, being poor, Most choice, forsaken, and most loved, despised, Thee and thy virtues here I seize upon. Be it lawful I take up what's cast away. Gods, gods! 'Tis strange, that from their cold'st neglect My love should kindle to inflamed respect. Thy dowerless daughter, King, thrown to my chance, Is queen of us, of ours, and our fair France. Not all the dukes of waterish Burgundy, Can buy this unprized precious maid of me. Bid them farewell, Cordelia, though unkind. Thou losest here a better where to find.",ckqi3jopteb4m0yu3gls52glk,3.0,0.0,3
156,"Farewell, Andronicus: Revenge now goes To lay a complot to betray thy foes.",ckqi3joo9e8b80yu3daef0tk2,0.0,1.0,3
157,"Farewell, hostess.",ckqi3joooe9i00yu32ve8gp2f,0.0,0.0,3
158,Farewell: I'll grow a talker for this gear.,ckqi3joooe9f30yu39b5kbghp,0.0,0.0,3
159,"Fetch forth the stocks! As I have life and honor, there shall he sit till noon.",ckqi3jopeeaa70yu3fkiiarmw,0.0,2.0,3
160,"Fetch him off, I pray you, he speaks nothing but  madman. Fie on him! Go you, Malvolio; if it be a suit  from the count, I am sick, or not at home. What you  will, to dismiss it. Now you see, sir, how your fooling grows old, and  people dislike it.",ckqi3jopfeaes0yu31ksaauxb,0.0,2.0,2
161,"Fetch me the handkerchief,  my mind misgives.",ckqi3jopteb3d0yu3gtsx6y35,0.0,0.0,3
162,"Fie, what a question's that, If thou wert near a lewd interpreter! But come, I'll tell thee all my whole device When I am in my coach, which stays for us At the park gate; and therefore haste away, For we must measure twenty miles to-day.",ckqi3jopvebaq0yu396dg6c2s,0.0,0.0,2
163,"Fly to the duke: Post thou to Salisbury When thou comest thither-- Dull, unmindful villain, Why stand'st thou still, and go'st not to the duke?",ckqi3joome9bw0yu38v230uce,0.0,2.0,3
164,"For 'tis a sore upon us, You cannot tent yourself: be gone, beseech you.",ckqi3jooje9030yu3f2bz278m,0.0,2.0,4
165,"For all the world As thou art to this hour was Richard then When I from France set foot at Ravenspurgh, And even as I was then is Percy now. Now, by my sceptre and my soul to boot, He hath more worthy interest to the state Than thou the shadow of succession; For of no right, nor colour like to right, He doth fill fields with harness in the realm, Turns head against the lion's armed jaws, And, being no more in debt to years than thou, Leads ancient lords and reverend bishops on To bloody battles and to bruising arms. What never-dying honour hath he got Against renowned Douglas! whose high deeds, Whose hot incursions and great name in arms Holds from all soldiers chief majority And military title capital Through all the kingdoms that acknowledge Christ: Thrice hath this Hotspur, Mars in swathling clothes, This infant warrior, in his enterprises Discomfited great Douglas, ta'en him once, Enlarged him and made a friend of him, To fill the mouth of deep defiance up And shake the peace and safety of our throne. And what say you to this? Percy, Northumberland, The Archbishop's grace of York, Douglas, Mortimer, Capitulate against us and are up. But wherefore do I tell these news to thee? Why, Harry, do I tell thee of my foes, Which art my near'st and dearest enemy? Thou that art like enough, through vassal fear, Base inclination and the start of spleen To fight against me under Percy's pay, To dog his heels and curtsy at his frowns, To show how much thou art degenerate.",ckqi3jooke9490yu311f93ne9,1.0,1.0,3
166,For he fears none.,ckqi3joobe8f90yu3ak6r5l94,0.0,0.0,3
167,From whom?,ckqi3jopqeatd0yu3cejz9wno,0.0,0.0,2
168,"Gentle Mercutio, put thy rapier up.",ckqi3joole9530yu30kyuff7v,1.0,0.0,3
169,"Gentlemen, forward to the bridal dinner: I see a woman may be made a fool, If she had not a spirit to resist.",ckqi3jopeea8j0yu30icw6a5s,0.0,0.0,4
170,"Get him to bed, and let his hurt be looked to.",ckqi3jopzebrj0yu3hvy433tg,2.0,0.0,3
171,"Get thee away. If for my sake Thou wilt o'ertake us hence a mile or twain I'th'way toward Dover, do it for ancient love, And bring some covering for this naked soul, Which I'll entreat to lead me.",ckqi3jopfeacz0yu3aioydpwb,1.0,1.0,4
172,Give me your hand.,ckqi3jopeeaar0yu33j31a671,0.0,0.0,2
173,Go after her. She's desperate--govern her.,ckqi3jopyebnn0yu3f6474661,0.0,0.0,2
174,"Go to, farewell. Put money enough in your purse.",ckqi3jopteb5v0yu33fhzdk49,0.0,0.0,2
175,"Go to; I say he shall have no wrong. Look about, Davy. Where are you, Sir John? Come, come, come, off with your boots. Give me your hand, Master Bardolph.",ckqi3jopgeah50yu3h3716ilu,0.0,0.0,3
176,"Go, some of you convey him to the Tower.",ckqi3joohe8sl0yu3fytofj2n,0.0,0.0,3
177,"Go, you cot-quean, go, Get you to bed; faith, You'll be sick to-morrow For this night's watching.",ckqi3jopdea750yu361qb65zz,0.0,1.0,2
178,God be wi' you: let's meet as little as we can.,ckqi3jopgeagb0yu306gm49a8,0.0,0.0,3
179,God grant him health! Did you confer with him?,ckqi3joo8e89f0yu34amw1y1p,3.0,0.0,4
180,"Good gentlemen, let me have leave to speak. 'Tis proper I obey him, but not now. Perchance, Iago, I will ne'er go home.",ckqi3jopeeabl0yu3938aey7l,0.0,0.0,2
181,"Good morrow, neighbour Gremio. God save you, gentlemen!",ckqi3jooke91w0yu3dqthadui,2.0,0.0,2
182,Good morrow.,ckqi3jopueb740yu33ngu4sw2,0.0,0.0,2
183,"Good night, good night.  God me such uses send, Not to pick bad from bad, but by bad, mend.",ckqi3jopcea4i0yu3c19p6fhp,1.0,0.0,4
184,"Ha! art thou bedlam? dost thou thirst, base Trojan, To have me fold up Parca's fatal web? Hence! I am qualmish at the smell of leek.",ckqi3jopgeahz0yu3c8b5g79z,0.0,2.0,3
185,"Hang her, I do but say what she is: so delicate  with her needle, an admirable musician--Oh, she will  sing the savageness out of a bear--of so high  plenteous wit and invention!",ckqi3jopoean40yu350cd1yue,3.0,1.0,3
186,"Happily we met; the happier for thy son. And now by law, as well as reverend age, I may entitle thee my loving father: The sister to my wife, this gentlewoman, Thy son by this hath married. Wonder not, Nor be grieved: she is of good esteem, Her dowery wealthy, and of worthy birth; Beside, so qualified as may beseem The spouse of any noble gentleman. Let me embrace with old Vincentio, And wander we to see thy honest son, Who will of thy arrival be full joyous.",ckqi3jop8e9te0yu3gf4sflxt,2.0,0.0,2
187,"Happy be Theseus, our renownèd Duke.",ckqi3jopqeav60yu31vdvcr7i,2.0,0.0,4
188,Has not so much wit--,ckqi3joppeaqq0yu350fz422f,0.0,1.0,4
189,Have thy desire.,ckqi3jopwebfv0yu341ng43aj,0.0,0.0,3
190,"Have you no countermand for Claudio yet, But he must die to-morrow?",ckqi3jopeeaam0yu3bzjoct05,0.0,0.0,3
191,Have you the tongues?,ckqi3jopqeauh0yu3g14f6c62,0.0,0.0,3
192,"He did, my gracious lord, begin that place; Which, since, succeeding ages have re-edified.",ckqi3jopqeast0yu31pj2602j,1.0,0.0,3
193,"He did, my lord, four days ere I set forth; And at the time of my departure thence He was much fear'd by his physicians.",ckqi3jopueb8x0yu33a5m0jul,0.0,0.0,4
194,"He faints. My lord, my lord!",ckqi3jopyebo20yu326wx8b58,0.0,0.0,2
195,"He has deserved it, were it carbuncled Like holy Phoebus' car. Give me thy hand: Through Alexandria make a jolly march; Bear our hack'd targets like the men that owe them: Had our great palace the capacity To camp this host, we all would sup together, And drink carouses to the next day's fate, Which promises royal peril. Trumpeters, With brazen din blast you the city's ear; Make mingle with rattling tabourines; That heaven and earth may strike their sounds together, Applauding our approach.",ckqi3joole95d0yu31a0b6igo,0.0,2.0,4
196,"He is addressed. Press near, and second him.",ckqi3jopgeait0yu38lu415p4,0.0,0.0,3
197,He was gotten in drink. Is not the humor conceited?,ckqi3jopteb5g0yu3fzw8fq1d,0.0,1.0,3
198,He will not say so.,ckqi3joome98z0yu348xegz3a,0.0,0.0,4
199,"He's shrewdly vexed at something: look, he has spied us.",ckqi3joope9ks0yu3erob6ws4,0.0,0.0,3
200,"Health and long life to you, Master Silence.",ckqi3jooge8r70yu33qsocn6n,4.0,0.0,4
201,"Heaven grant us its peace, but not the King of Hungary's!",ckqi3jooge8ok0yu3am5z7u9f,0.0,0.0,2
202,Heaven truly knows that thou art false as hell.,ckqi3joobe8gd0yu30t180sl5,0.0,2.0,3
203,"Helen, to you our minds we will unfold. Tomorrow night, when Phoebe doth behold Her silver visage in the watery glass, Decking with liquid pearl the bladed grass (A time that lovers flights doth still conceal), Through Athens' gates, have we devised to steal -- ",ckqi3jooqe9ps0yu30k49dza4,0.0,0.0,1
204,"Her natural posture! Chide me, dear stone, that I may say indeed Thou art Hermione; or rather, thou art she In thy not chiding, for she was as tender As infancy and grace. But yet, Paulina, Hermione was not so much wrinkled, nothing So aged as this seems.",ckqi3joo8e89u0yu39q3b3gbd,3.0,0.0,4
205,Here comes my noble gull-catcher.,ckqi3joohe8u40yu3cvo37id3,0.0,0.0,3
206,"Here is his cave. Peace and content be here! Lord Timon! Timon! Look out, and speak to friends: the Athenians, By two of their most reverend senate, greet thee: Speak to them, noble Timon.",ckqi3jopwebg00yu3fmen3ixq,2.0,0.0,2
207,How canst thou woo her?,ckqi3joq0ebwe0yu3drybam2b,0.0,0.0,3
208,How many gentlemen have you lost in this action?,ckqi3jopae9xf0yu356gr3smk,0.0,0.0,2
209,"How many women would do such a message? Alas, poor Proteus! thou hast entertain'd A fox to be the shepherd of thy lambs. Alas, poor fool! why do I pity him That with his very heart despiseth me? Because he loves her, he despiseth me; Because I love him I must pity him. This ring I gave him when he parted from me, To bind him to remember my good will; And now am I, unhappy messenger, To plead for that which I would not obtain, To carry that which I would have refused, To praise his faith which I would have dispraised. I am my master's true-confirmed love; But cannot be true servant to my master, Unless I prove false traitor to myself. Yet will I woo for him, but yet so coldly As, heaven it knows, I would not have him speed. Gentlewoman, good day! I pray you, be my mean To bring me where to speak with Madam Silvia.",ckqi3joohe8uo0yu3g2n88nmc,1.0,0.0,1
210,"How much, methinks, I could despise this man, But that I am bound in charity against it!",ckqi3jopoeanj0yu3hci42zqb,0.0,3.0,3
211,"How say'st thou, Charles? shall our condition stand?",ckqi3jopwebhe0yu339y9hvc8,0.0,0.0,4
212,"How, how, Lychorida!",ckqi3joofe8l80yu310hr0s08,0.0,0.0,3
213,"Hoyday, a riddle! neither good nor bad! Why dost thou run so many mile about, When thou mayst tell thy tale a nearer way? Once more, what news?",ckqi3joope9jy0yu39r454rxf,0.0,0.0,3
214,Hum!,ckqi3jopxebl50yu36nzg0rn9,0.0,0.0,3
215,"I am a woeful suitor to your honour, Please but your honour hear me.",ckqi3jopteb510yu38vv55sda,0.0,0.0,3
216,I am appointed him to murder you.,ckqi3jopae9yy0yu32zuu31xc,0.0,3.0,3
217,I am glad to see you mad.,ckqi3joofe8ln0yu34a3fb6ev,0.0,2.0,3
218,"I am here with thee and thy goats, as the most capricious poet, honest Ovid, was among the Goths.",ckqi3jopueb6z0yu374jxh0lf,0.0,0.0,3
219,"I am hurt. A plague o' both your houses! I am sped. Is he gone, and hath nothing?",ckqi3jopae9yo0yu32eek4ran,0.0,1.0,1
220,"I am now of all humours that have showed themselves humours since the old days of goodman Adam to the pupil age of this present twelve o'clock at midnight. What's o'clock, Francis?",ckqi3joone9dk0yu37jayc8r3,0.0,0.0,3
221,I am unworthy for her schoolmaster.,ckqi3jopfeadj0yu3awwc4l4c,0.0,0.0,3
222,"I blame you not for praising Caesar so, But what compact mean you to have with us? Will you be pricked in number of our friends, Or shall we on, and not depend on you?",ckqi3joone9df0yu32n996ado,1.0,1.0,4
223,"I cannot be so partial, Goneril, To the great love I bear you--",ckqi3joole96r0yu3fa4738lp,2.0,0.0,2
224,"I do beseech you, Though I perchance am vicious in my guess-- As I confess it is my nature's plague To spy into abuses, and oft my jealousy Shapes faults that are not--that your wisdom From one that so imperfectly conceits Would take no notice, nor build yourself a trouble Out of his scattering and unsure observance. It were not for your quiet nor your good, Nor for my manhood, honesty, and wisdom To let you know my thoughts.",ckqi3jopreazm0yu32tv32ng8,1.0,0.0,4
225,I do confess my fault; And do submit me to your highness' mercy.,ckqi3jopdea7u0yu3b9520fkn,1.0,0.0,3
226,"I do not strain at the position,-- It is familiar,--but at the author's drift; Who, in his circumstance, expressly proves That no man is the lord of any thing, Though in and of him there be much consisting, Till he communicate his parts to others: Nor doth he of himself know them for aught Till he behold them form'd in the applause Where they're extended; who, like an arch, reverberates The voice again, or, like a gate of steel Fronting the sun, receives and renders back His figure and his heat. I was much wrapt in this; And apprehended here immediately The unknown Ajax. Heavens, what a man is there! a very horse, That has he knows not what. Nature, what things there are Most abject in regard and dear in use! What things again most dear in the esteem And poor in worth! Now shall we see to-morrow-- An act that very chance doth throw upon him-- Ajax renown'd. O heavens, what some men do, While some men leave to do! How some men creep in skittish fortune's hall, Whiles others play the idiots in her eyes! How one man eats into another's pride, While pride is fasting in his wantonness! To see these Grecian lords!--why, even already They clap the lubber Ajax on the shoulder, As if his foot were on brave Hector's breast And great Troy shrieking.",ckqi3joofe8mh0yu3bp2x8au3,0.0,1.0,3
227,"I do, I will.",ckqi3jopteb3s0yu3gx3m8ofn,0.0,0.0,3
228,"I do, Mark Antony.",ckqi3jopxebj20yu39gzofbp3,0.0,0.0,3
229,"I have none. Do not talk to me, Emilia. I cannot weep, nor answers have I none But what should go by water. Prithee tonight Lay on my bed my wedding sheets, remember, And call thy husband hither.",ckqi3joq0ebtc0yu36mzz1d4c,0.0,0.0,1
230,"I have slept, my lord, already.",ckqi3joope9j90yu321w89pqw,0.0,0.0,3
231,"I hold it ever, Virtue and cunning were endowments greater Than nobleness and riches: careless heirs May the two latter darken and expend; But immortality attends the former. Making a man a god. 'Tis known, I ever Have studied physic, through which secret art, By turning o'er authorities, I have, Together with my practise, made familiar To me and to my aid the blest infusions That dwell in vegetives, in metals, stones; And I can speak of the disturbances That nature works, and of her cures; which doth give me A more content in course of true delight Than to be thirsty after tottering honour, Or tie my treasure up in silken bags, To please the fool and death.",ckqi3jop9e9vm0yu3dw0t95x2,0.0,0.0,4
232,"I hold your dainties cheap, sir, and your welcome dear. ANTIPHOLUS",ckqi3joohe8rr0yu3172kc88x,2.0,0.0,3
233,"I know his gate, 'tis he. Villain, thou diest!",ckqi3joo7e8770yu33jhr1lkb,0.0,2.0,2
234,"I know not why, except to get the land. But once he slander'd me with bastardy: But whether I be as true begot or no, That still I lay upon my mother's head, But that I am as well begot, my liege,-- Fair fall the bones that took the pains for me!-- Compare our faces and be judge yourself. If old sir Robert did beget us both And were our father and this son like him, O old sir Robert, father, on my knee I give heaven thanks I was not like to thee!",ckqi3jopueb830yu35fyyb1q3,0.0,3.0,4
235,"I know not, sir.",ckqi3jopxeblu0yu38ct78kaj,0.0,0.0,4
236,I know not.,ckqi3jopreayi0yu3bgzwhmk6,0.0,0.0,3
237,I know not; but I think it was not he.,ckqi3joooe9hv0yu3gl3z2t6z,0.0,0.0,4
238,I know you'ld fain be gone. An officer! To prison with her! Shall we thus permit A blasting and a scandalous breath to fall On him so near us? This needs must be a practise. Who knew of Your intent and coming hither?,ckqi3jooqe9o40yu37a1mcfdt,0.0,2.0,2
239,"I pray now, keep below.",ckqi3joope9iu0yu376a53jci,0.0,0.0,3
240,"I pray thee give it me. I know a bank where the wild thyme blows, Where oxlips and the nodding violet grows, Quite over-canopied with luscious woodbine, With sweet musk roses, and with eglantine. There sleeps Titania sometime of the night, Lulled in these flowers with dances and delight. And there the snake throws her enameled skin, Weed wide enough to wrap a fairy in. And with the juice of this I'll streak her eyes, And make her full of hateful fantasies. Take thou some of it, and seek through this grove. A sweet Athenian lady is in love With a disdainful youth. Anoint his eyes, But do it when the next thing he espies May be the lady. Thou shalt know the man By the Athenian garments he hath on. Effect it with some care, that he may prove More fond on her then she upon her love; And look thou meet me ere the first cock crow.",ckqi3jopdea890yu31hxqcn4j,0.0,2.0,3
241,"I pray you sir, go forth And give us truth who 'tis that is arrived.",ckqi3jopyebp60yu33aym11yj,0.0,0.0,3
242,"I pray you, daughter, sing; or express yourself in a more comfortable sort: if my son were my husband, I should freelier rejoice in that absence wherein he won honour than in the embracements of his bed where he would show most love. When yet he was but tender-bodied and the only son of my womb, when youth with comeliness plucked all gaze his way, when for a day of kings' entreaties a mother should not sell him an hour from her beholding, I, considering how honour would become such a person. that it was no better than picture-like to hang by the wall, if renown made it not stir, was pleased to let him seek danger where he was like to find fame. To a cruel war I sent him; from whence he returned, his brows bound with oak. I tell thee, daughter, I sprang not more in joy at first hearing he was a man-child than now in first seeing he had proved himself a man.",ckqi3joole96c0yu3hfws5nq0,2.0,0.0,2
243,"I pray you, stay not, but in haste to horse.",ckqi3jopseb1f0yu3fy80hx0q,0.0,0.0,2
244,"I pray you, stay; by hell and all hell's torments I will not speak a word!",ckqi3joome99j0yu35xjyhait,0.0,1.0,3
245,I quote it in your jerkin.,ckqi3jopneakh0yu3ai0leuxk,0.0,0.0,2
246,"I say, I am your mother.",ckqi3jopueb7t0yu30iam0iaq,0.0,0.0,3
247,"I shall, King Harry. And so fare thee well: Thou never shalt hear herald any more.",ckqi3jopreawf0yu3bozv2z63,0.0,0.0,3
248,"I spoke it, tender juvenal, as a congruent epitheton appertaining to thy young days, which we may nominate tender.",ckqi3jooge8q30yu3ha872tre,0.0,0.0,3
249,"I take all and your several visitations So kind to heart, 'tis not enough to give; Methinks, I could deal kingdoms to my friends, And ne'er be weary. Alcibiades, Thou art a soldier, therefore seldom rich; It comes in charity to thee: for all thy living Is 'mongst the dead, and all the lands thou hast Lie in a pitch'd field.",ckqi3jopbea110yu369jq8vb5,2.0,0.0,3
250,"I take no heed of thee; thou'rt an Athenian, therefore welcome: I myself would have no power; prithee, let my meat make thee silent.",ckqi3joppeaqb0yu332790pzb,2.0,1.0,4
251,"I think his understanding is bereft. Speak, Clifford, dost thou know who speaks to thee? Dark cloudy death o'ershades his beams of life, And he nor sees nor hears us what we say.",ckqi3joobe8fy0yu3c77hhamd,0.0,0.0,3
252,"I thought she had some great matter there in hand; for she hath privately twice or thrice a day, ever since the death of Hermione, visited that removed house. Shall we thither and with our company piece the rejoicing?",ckqi3jopueb9r0yu3284oh8xb,0.0,0.0,3
253,"I will do my good will, sir; you can have no more.",ckqi3jooge8qi0yu3697md2ik,1.0,0.0,3
254,"I will not answer thee with words, but blows.",ckqi3joo5e83g0yu3a4298amp,0.0,3.0,3
255,I will not desire that.,ckqi3jooge8q80yu351ope9ak,0.0,0.0,1
256,"I will not sup to-night. Give me some ink and paper. What, is my beaver easier than it was? And all my armour laid into my tent?",ckqi3jopqeaur0yu3alb5gxtc,0.0,0.0,4
257,I will then give it you soundly.,ckqi3jopreay80yu3acf749qi,0.0,0.0,2
258,"I will weary you then no longer with idle talking. Know of me then, for now I speak to some purpose, that I know you are a gentleman of good conceit: I speak not this that you should bear a good opinion of my knowledge, insomuch I say I know you are; neither do I labour for a greater esteem than may in some little measure draw a belief from you, to do yourself good and not to grace me. Believe then, if you please, that I can do strange things: I have, since I was three year old, conversed with a magician, most profound in his art and yet not damnable. If you do love Rosalind so near the heart as your gesture cries it out, when your brother marries Aliena, shall you marry her: I know into what straits of fortune she is driven; and it is not impossible to me, if it appear not inconvenient to you, to set her before your eyes tomorrow human as she is and without any danger.",ckqi3jopteb650yu32rw70rkq,2.0,0.0,3
259,"I would he had continued to his country As he began, and not unknit himself The noble knot he made.",ckqi3jopseb060yu3023k2mws,0.0,0.0,3
260,I'll bring you to the gates.,ckqi3jooje8yz0yu3ekg36o8h,0.0,0.0,3
261,"I'll follow you, good Master Robert Shallow. Bardolph, look to our horses. If I were sawed into quantities, I should make four dozen of such bearded hermits' staves as Master Shallow. It is a wonderful thing to see the semblable coherence of his men's spirits and his: they, by observing of him, do bear themselves like foolish justices; he, by conversing with them, is turned into a justice-like serving-man: their spirits are so married in conjunction with the participation of society that they flock together in consent, like so many wild-geese. If I had a suit to Master Shallow, I would humour his men with the imputation of being near their master: if to his men, I would curry with Master Shallow that no man could better command his servants. It is certain that either wise bearing or ignorant carriage is caught, as men take diseases, one of another: therefore let men take heed of their company. I will devise matter enough out of this Shallow to keep Prince Harry in continual laughter the wearing out of six fashions, which is four terms, or two actions, and a' shall laugh without intervallums. O, it is much that a lie with a slight oath and a jest with a sad brow will do with a fellow that never had the ache in his shoulders! O, you shall see him laugh till his face be like a wet cloak ill laid up!",ckqi3jooae8d60yu3bc6mecs0,2.0,0.0,3
262,"I'll meet you at the turn. What a god's gold, That he is worshipp'd in a baser temple Than where swine feed! 'Tis thou that rigg'st the bark and plough'st the foam, Settlest admired reverence in a slave: To thee be worship! and thy saints for aye Be crown'd with plagues that thee alone obey! Fit I meet them.",ckqi3jopbe9zn0yu336oy81h5,1.0,2.0,4
263,"I'll not put The dibble in earth to set one slip of them; No more than were I painted I would wish This youth should say 'twere well and only therefore Desire to breed by me. Here's flowers for you; Hot lavender, mints, savoury, marjoram; The marigold, that goes to bed wi' the sun And with him rises weeping: these are flowers Of middle summer, and I think they are given To men of middle age. You're very welcome.",ckqi3jopqeasy0yu3attv6g1f,1.0,0.0,2
264,I'th'mire.,ckqi3jopvebdx0yu3a5xohud4,0.0,0.0,3
265,"I, madam? no, I have no reason for it; That is my brother's plea and none of mine; The which if he can prove, a' pops me out At least from fair five hundred pound a year: Heaven guard my mother's honour and my land!",ckqi3jopeeabg0yu33x2p3up7,0.0,0.0,3
266,"If I put any tricks upon 'em, sir, they shall be jades' tricks; which are their own right by the law of nature.",ckqi3jopoeakw0yu3d2clfk5e,0.0,0.0,1
267,"If I thought that, I tell thee, homicide, These nails should rend that beauty from my cheeks.",ckqi3jopqeavl0yu331zw76st,0.0,3.0,4
268,"If the business be of any difficulty, and this morning your departure hence, it requires haste of your lordship.",ckqi3joo9e89z0yu33cva31ng,0.0,0.0,3
269,"If you misdoubt me that I am not she, I know not how I shall assure you further, But I shall lose the grounds I work upon.",ckqi3jopgeagq0yu31hg9128d,0.0,0.0,3
270,"Image of pride, why should I hold my peace?",ckqi3jopxebis0yu3asaahkdt,0.0,0.0,2
271,"In God's name what are you, and how came you hither?",ckqi3jooqe9pd0yu325ptf1m2,0.0,1.0,2
272,"In thy foul throat thou liest: Queen Margaret saw Thy murderous falchion smoking in his blood; The which thou once didst bend against her breast, But that thy brothers beat aside the point.",ckqi3jopueb9w0yu3ek90ds7m,0.0,3.0,3
273,"Indeed, I am no mourner for that news, Because they have been still mine enemies: But, that I'll give my voice on Richard's side, To bar my master's heirs in true descent, God knows I will not do it, to the death.",ckqi3jopae9yj0yu3aib68eup,0.0,2.0,3
274,"Indeed, he looks younger than he did, by the loss of a beard.",ckqi3jopreaxo0yu301wch8h2,0.0,0.0,3
275,Is Banquo gone from court?,ckqi3jopvebds0yu321naevv4,0.0,0.0,4
276,"Is Talbot slain, the Frenchmen's only scourge, Your kingdom's terror and black Nemesis? O, were mine eyeballs into bullets turn'd, That I in rage might shoot them at your faces! O, that I could but call these dead to life! It were enough to fright the realm of France: Were but his picture left amongst you here, It would amaze the proudest of you all. Give me their bodies, that I may bear them hence And give them burial as beseems their worth.",ckqi3jopgeaji0yu36kie9dj7,1.0,3.0,3
277,Is he ready To come abroad?,ckqi3jop8e9sk0yu3fe16b5zo,0.0,0.0,2
278,It is a fault that springeth from your eye. ANTIPHOLUS,ckqi3jopvebdd0yu3f57z2k04,0.0,1.0,4
279,"It is not seen enough, you should wear it in your cap. By my troth, I am sick.",ckqi3jopzebry0yu3ar0kd7af,0.0,0.0,3
280,"It is to be recovered: but that the merit of service is seldom attributed to the true and exact performer, I would have that drum or another, or 'hic jacet.'",ckqi3joone9ee0yu3b0r4h2xw,0.0,0.0,3
281,"It was his bidding; therefore, good Emilia, Give me my nightly wearing, and adieu. We must not now displease him.",ckqi3jopteb6a0yu3gu3f88sf,2.0,0.0,2
282,"It will have blood, they say-- blood will have blood. Stones have been known to move and trees to speak, Augurs and understood relations have By maggot-pies and choughs and rooks brought forth The secret'st man of blood. What is the night?",ckqi3joohe8s60yu3c3apbjco,0.0,2.0,3
283,"It's supper-time, my lord; It's nine o'clock.",ckqi3jopbea1v0yu3grst1qyn,0.0,0.0,2
284,"Kill thy physician, and thy fee bestow Upon the foul disease. Revoke thy gift, Or whilst I can vent clamor from my throat I'll tell thee thou dost evil.",ckqi3jopreaz70yu3dejxdz04,0.0,4.0,4
285,"King Henry, be thy title right or wrong, Lord Clifford vows to fight in thy defence: May that ground gape and swallow me alive, Where I shall kneel to him that slew my father!",ckqi3joo7e87h0yu33ngk629p,1.0,2.0,3
286,"King Richard Coeur-de-lion was thy father: By long and vehement suit I was seduced To make room for him in my husband's bed: Heaven lay not my transgression to my charge! Thou art the issue of my dear offence, Which was so strongly urged past my defence.",ckqi3joo5e82c0yu31liv5vd8,0.0,1.0,3
287,"Let me have audience for a word or two: I am the second son of old Sir Rowland, That bring these tidings to this fair assembly. Duke Frederick, hearing how that every day Men of great worth resorted to this forest, Address'd a mighty power; which were on foot, In his own conduct, purposely to take His brother here and put him to the sword: And to the skirts of this wild wood he came; Where meeting with an old religious man, After some question with him, was converted Both from his enterprise and from the world, His crown bequeathing to his banish'd brother, And all their lands restored to them again That were with him exiled. This to be true, I do engage my life.",ckqi3jopeeab60yu39vmvgel6,0.0,0.0,2
288,Let not your ears despise my tongue forever Which shall possess them with the heaviest sound That ever yet they heard.,ckqi3jopwebhy0yu34yir82zf,0.0,0.0,3
289,"Let us from point to point this story know, To make the even truth in pleasure flow. If thou be'st yet a fresh uncropped flower, Choose thou thy husband, and I'll pay thy dower; For I can guess that by thy honest aid Thou keep'st a wife herself, thyself a maid. Of that and all the progress, more or less, Resolvedly more leisure shall express: All yet seems well; and if it end so meet, The bitter past, more welcome is the sweet. EPILOGUE The king's a beggar, now the play is done: All is well ended, if this suit be won, That you express content; which we will pay, With strife to please you, day exceeding day: Ours be your patience then, and yours our parts; Your gentle hands lend us, and take our hearts.",ckqi3jopcea2a0yu3dcwwa4uz,2.0,0.0,2
290,Like or find fault; do as your pleasures are:,ckqi3joofe8mr0yu36fbaet8x,0.0,0.0,4
291,"Lo yonder, and Titinius mourning it.",ckqi3joobe8gx0yu31h4lfg4j,0.0,0.0,2
292,Look how he laughs already.,ckqi3jopvebdi0yu39m5hf4hz,0.0,0.0,3
293,"Lustig, as the Dutchman says: I'll like a maid the better, whilst I have a tooth in my head: why, he's able to lead her a coranto.",ckqi3jooee8k40yu3cfmx46tz,0.0,0.0,2
294,"Madam and mistress, a thousand good-morrows.",ckqi3jooje8zt0yu39nlr98oy,3.0,0.0,3
295,"Madam, here comes my lord.",ckqi3jooke91r0yu31y265bw7,0.0,0.0,3
296,"Madam, methinks, if you did love him dearly, You do not hold the method to enforce The like from him.",ckqi3joo7e87m0yu3d4kvbi72,1.0,0.0,2
297,"Madam, though Venus govern your desires, Saturn is dominator over mine: What signifies my deadly-standing eye, My silence and my cloudy melancholy, My fleece of woolly hair that now uncurls Even as an adder when she doth unroll To do some fatal execution? No, madam, these are no venereal signs: Vengeance is in my heart, death in my hand, Blood and revenge are hammering in my head. Hark Tamora, the empress of my soul, Which never hopes more heaven than rests in thee, This is the day of doom for Bassianus: His Philomel must lose her tongue to-day, Thy sons make pillage of her chastity And wash their hands in Bassianus' blood. Seest thou this letter? take it up, I pray thee, And give the king this fatal plotted scroll. Now question me no more; we are espied; Here comes a parcel of our hopeful booty, Which dreads not yet their lives' destruction.",ckqi3joq0ebub0yu37hxn3tz1,0.0,4.0,4
298,"Mark Antony, shall we give sign of battle?",ckqi3joome9c10yu36j3t79ai,0.0,0.0,2
299,Mark how he trembles in his ecstasy!,ckqi3jooqe9mb0yu3bohv59vv,0.0,1.0,4
300,"Marry to-- Come captain, will you go?",ckqi3jop9e9vc0yu3dvt8ghsv,0.0,0.0,3
301,"Marry, God forbid.",ckqi3jooge8po0yu3a12l476n,0.0,0.0,3
302,"Marry, at the white hair that Helen spied on Troilus' chin.",ckqi3joohe8tu0yu3dmugfq1v,0.0,0.0,2
303,"Marry, on Hero, the daughter and heir of Leonato.",ckqi3joppeara0yu3a1d15l20,0.0,0.0,3
